topic,conversation
업무 실수 지적,"최 팀장님 이번 주 보고서 취합하신 내용 중에 이 팀 데이터가 누락된 것 같습니다
아 정말인가요 제가 취합하면서 빠뜨렸나 보네요 죄송합니다
네 다음부터는 데이터 취합하실 때 꼼꼼하게 확인 부탁드립니다
네 알겠습니다 지금 바로 누락된 데이터 추가하겠습니다
그리고 보고서 전체적으로 내용 흐름이 조금 부자연스러운 것 같습니다
어떤 부분이 그렇게 느껴지셨나요?
이 부분이랑 이 부분 연결이 좀 어색한 것 같아요
아 제가 내용을 급하게 작성하다 보니 그렇게 됐나 봅니다 수정하겠습니다
다음 보고서 작성하실 때는 내용 흐름에도 신경 써주시면 좋을 것 같습니다
네 알겠습니다 주의하겠습니다 알려주셔서 감사합니다
별말씀을요 전체적인 완성도를 높이는 게 중요하니까요"
업무 실수 지적,"윤 대리님 이번 품의서 결재 올리신 거 보니 이 항목 금액이 잘못 기재된 것 같습니다
아 제가 금액을 잘못 입력했나 보네요 죄송합니다
네 다음부터는 금액 입력하실 때 다시 한번 확인 부탁드립니다
네 알겠습니다 지금 바로 수정해서 다시 결재 올리겠습니다
그리고 이 품의 요청 사유도 조금 더 구체적으로 작성해 주시면 좋을 것 같아요
어떤 부분이 부족한가요?
예를 들어 이 물품이 왜 필요한지 어떤 효과를 기대하는지 등이 좀 더 명확해야 할 것 같습니다
아 네 알겠습니다 수정해서 다시 올리겠습니다
다음 품의서 작성하실 때는 이 부분 참고해서 작성해 주시면 좋을 것 같습니다
네 명심하겠습니다 알려주셔서 감사합니다
별말씀을요 정확한 품의는 빠른 결재를 위해 중요합니다"
업무 실수 지적,"박 주임님 지난번 회의록 작성하신 거 보니 이 결정 사항이 빠져 있는 것 같습니다
아 제가 회의록에 누락했나 보네요 죄송합니다
네 다음부터는 회의록 작성하실 때 꼼꼼하게 모든 내용을 기록해 주시면 감사하겠습니다
네 알겠습니다 지금 바로 누락된 내용 추가하겠습니다
그리고 회의록 내용이 조금 요약되어 있어서 당시 논의 내용을 파악하기 어렵습니다
좀 더 자세하게 기록해 주시면 좋을 것 같아요
아 제가 핵심 내용만 간략하게 적으려고 하다 보니 그렇게 됐나 봅니다 수정하겠습니다
다음 회의록 작성 시에는 좀 더 자세하게 작성하도록 하겠습니다
네 주의하겠습니다 알려주셔서 감사합니다
별말씀을요 회의록은 중요한 기록이니까 정확하게 작성하는 것이 중요합니다"
업무 실수 지적,"최 대리님 이번에 번역하신 자료 보니 이 용어가 좀 부적절한 것 같습니다
아 제가 번역하면서 실수를 했나 보네요 어떤 용어 말씀이신가요?
이 기술 용어가 해당 분야에서 일반적으로 사용되는 용어와 다릅니다
아 제가 전문 용어에 대한 이해가 부족했습니다 죄송합니다
다음부터는 번역하실 때 전문 용어에 좀 더 주의를 기울여 주시면 좋을 것 같습니다
네 알겠습니다 확인하고 수정하겠습니다 알려주셔서 감사합니다
그리고 이 문장도 의미가 조금 모호하게 번역된 것 같아요
어떤 부분이 이해하기 어려우셨나요?
원문의 의미가 제대로 전달되지 않은 것 같습니다
아 제가 번역 실력이 부족해서 죄송합니다 수정하겠습니다
다음 번역 작업에서는 좀 더 신중하게 작업하도록 하겠습니다
네 주의 부탁드립니다"
업무 실수 지적,"김 팀장님 이번 프로젝트 진행 보고서 보니 이 일정 계획이 현실적으로 어려울 것 같습니다
아 제가 너무 낙관적으로 일정을 잡았나 보네요 죄송합니다
네 다음부터는 좀 더 현실적인 일정 계획을 세워주시면 감사하겠습니다
네 알겠습니다 수정해서 다시 보고 드리겠습니다
그리고 이 부분 목표 설정도 조금 모호한 것 같습니다
어떤 부분이 명확하지 않으신가요?
구체적인 측정 기준이나 달성 목표가 명확하지 않습니다
아 제가 목표 설정을 명확하게 하지 못했습니다 수정하겠습니다
다음 보고서 작성 시에는 좀 더 구체적인 목표를 설정하도록 하겠습니다
네 주의 부탁드립니다"
업무 실수 지적,"박 주임님 이번에 발송하신 공문 보니 수신인 주소가 잘못 기재된 것 같습니다
아 제가 주소를 잘못 확인했나 보네요 죄송합니다
네 다음부터는 발송 전에 수신인 정보를 꼼꼼하게 확인 부탁드립니다
네 알겠습니다 지금 바로 수정해서 다시 발송하겠습니다
그리고 공문 내용 중에도 오탈자가 몇 군데 발견되었습니다
아 제가 꼼꼼하게 확인하지 못했습니다 죄송합니다
다음 공문 발송 시에는 오탈자 없이 정확하게 작성하도록 하겠습니다
네 주의 부탁드립니다"
업무 실수 지적,"이 대리님 지난번 계약 조건 검토하신 내용 보니 이 부분이 저희에게 불리한 조건인 것 같습니다
아 제가 계약 내용을 제대로 확인하지 못했나 보네요 죄송합니다
네 다음부터는 계약 조건 꼼꼼하게 검토하시고 불리한 조건은 없는지 확인해 주시면 감사하겠습니다
네 알겠습니다 수정 요청하겠습니다
그리고 이 부분 법률 검토도 다시 한번 받아보는 것이 좋을 것 같습니다
아 제가 법률적인 부분은 잘 몰라서...
네 다음 계약 검토 시에는 법무팀과 협의해서 진행하는 것이 좋겠습니다
네 알겠습니다"
업무 실수 지적,"최 팀장님 이번 회의 준비하신 자료 보니 이 통계 수치가 최신 자료가 아닌 것 같습니다
아 제가 최신 자료를 확인하지 못했나 보네요 죄송합니다
네 다음 회의 자료 준비하실 때는 반드시 최신 자료를 확인해서 준비해 주시면 감사하겠습니다
네 알겠습니다 바로 최신 자료로 업데이트하겠습니다
그리고 발표 자료 디자인도 조금 더 가독성 좋게 수정해 주시면 좋을 것 같습니다
아 제가 디자인 감각이 좀 부족해서...
네 다음 발표 자료 준비하실 때는 디자인에도 신경 써주시면 좋을 것 같습니다
네 알겠습니다"
업무 실수 지적,"윤 주임님 이번에 처리하신 결재 서류 보니 서명란에 서명이 빠져 있습니다
아 제가 서명을 깜빡하고 안 했나 보네요 죄송합니다
네 다음부터는 결재 서류 제출 전에 서명란을 꼭 확인해 주시면 감사하겠습니다
네 알겠습니다 지금 바로 서명해서 다시 제출하겠습니다
그리고 첨부 서류도 빠진 것이 있는 것 같습니다
아 제가 첨부 서류를 제대로 확인하지 못했습니다 죄송합니다
네 다음 결재 서류 제출 시에는 첨부 서류도 꼼꼼하게 확인해 주시면 좋을 것 같습니다
네 알겠습니다"
업무 실수 지적,"박 대리님 이번 보고서 그래프 보니 축 제목이 잘못 설정된 것 같습니다
아 제가 그래프 설정을 잘못 했나 보네요 죄송합니다
네 다음 보고서 작성하실 때는 그래프 축 제목을 정확하게 설정해 주시면 감사하겠습니다
네 알겠습니다 수정하겠습니다
그리고 그래프 색상도 조금 더 명확하게 구분될 수 있도록 변경해 주시면 좋을 것 같습니다
아 제가 색상 선택에 신경을 못 썼네요 수정하겠습니다
네 다음 보고서 작성 시에는 그래프 디자인에도 신경 써주시면 좋을 것 같습니다
네 알겠습니다"
업무 실수 지적,"김 팀장님 이번 프로젝트 예산 집행 내역 보니 이 항목에서 예산 초과가 발생했습니다
아 제가 예산 관리를 제대로 못 했나 보네요 죄송합니다
네 다음 프로젝트 진행 시에는 예산 관리를 좀 더 철저하게 해주시면 감사하겠습니다
네 알겠습니다 예산 집행 내역 다시 한번 확인하고 원인 분석하겠습니다
그리고 앞으로 예산 초과 발생하지 않도록 주의 부탁드립니다
네 명심하겠습니다"
업무 실수 지적,"이 주임님 이번에 작성하신 업무 매뉴얼 보니 이 절차가 빠져 있습니다
아 제가 매뉴얼 작성하면서 누락했나 보네요 죄송합니다
네 다음 매뉴얼 작성하실 때는 모든 절차를 꼼꼼하게 포함해서 작성해 주시면 감사하겠습니다
네 알겠습니다 지금 바로 빠진 절차 추가하겠습니다
그리고 매뉴얼 내용이 조금 이해하기 어렵게 설명된 부분도 있는 것 같습니다
아 제가 설명을 명확하게 하지 못했나 봅니다 수정하겠습니다
네 다음 매뉴얼 작성 시에는 좀 더 쉽게 이해할 수 있도록 작성해 주시면 좋을 것 같습니다
네 알겠습니다"
상사 폭언 위로,"어휴... 아까 팀장님 너무 심하시더라. 듣고 있는 내가 다 힘들더라.
맞아. 진짜 해도 해도 너무하셨어. 어떻게 그런 말을...
괜찮아? 얼굴이 너무 안 좋아 보여.
솔직히 너무 충격받았어. 내가 그렇게 잘못한 건가 싶기도 하고.
아니야 절대. 팀장님이 너무 감정적으로 대하신 거야. 네 잘못 아니야.
그래도... 자꾸 그 말이 맴돌아서.
그럴 땐 맛있는 거 먹고 힘내야 해. 오늘 저녁 같이 먹을래?
정말? 고마워. 같이 맛있는 거 먹으면서 얘기 좀 하자.
당연하지. 힘든 일 있으면 혼자 끙끙 앓지 말고 우리한테 얘기해.
응. 고마워. 너희들밖에 없다 정말.
무슨 소리야. 우리는 한 팀이잖아. 힘든 일 있으면 서로 도와야지.
맞아. 오늘 일 너무 마음에 담아두지 마. 푹 쉬고 내일 힘내자.
응. 너희들도 오늘 고생 많았어. 덕분에 위로 많이 됐어."
상사 폭언 위로,"야... 들었어? 박 대리님 아까 팀장님한테 엄청 혼나셨다며.
어. 나도 멀리서 잠깐 들었는데 분위기 장난 아니더라. 무슨 일 있었대?
자세한 건 모르겠는데 엄청 큰 소리로 뭐라고 하시더라고. 박 대리님 얼굴 완전 하얗게 질리고.
어휴... 진짜 너무 하신다. 사람이 어떻게 저렇게까지...
박 대리님 괜찮으시려나. 걱정되네.
그러게. 끝나고 한번 가서 말이라도 걸어봐야겠다.
나도 같이 갈게. 혼자 힘들어하고 있을 수도 있으니.
고마워. 같이 가서 따뜻한 말이라도 건네주자.
맞아. 그리고 혹시 필요한 거 있으면 우리가 도와줄 수 있는 건 없는지 물어보자.
응. 좋은 생각이야. 팀장님 진짜 너무하시네.
그러게. 아무리 화나셔도 저렇게까지 하시는 건 아니지.
박 대리님 힘내셨으면 좋겠다. 우리가 옆에서 응원해 드려야지.
맞아. 우리라도 힘이 되어 드리자."
상사 폭언 위로,"어휴... 김 주임님 아까 완전 울먹거리시던데 무슨 일 있으셨어요?
어... 팀장님한테 엄청 심하게 혼나셨대.
진짜요? 왜 그러셨대? 평소에 그렇게 화내시는 분은 아니신데.
이번 프로젝트 결과 때문에 엄청 화나셨나 봐. 근데 아무리 그래도 그렇지...
김 주임님 마음고생 심하시겠다.
그러게. 평소에 얼마나 열심히 하시는데... 너무 안쓰러워.
퇴근길에 같이 커피라도 한잔하면서 얘기 들어드려야겠다.
나도 같이 갈게. 혼자 두면 더 힘드실 수도 있어.
고마워. 따뜻한 말 한마디라도 건네드리는 게 좋을 것 같아.
맞아. 그리고 혹시 저희가 도울 수 있는 부분이 있다면 적극적으로 도와드리자.
응. 팀장님 너무 감정적으로 대하신 것 같아.
그러게. 좀 차분하게 말씀하셔도 될 텐데.
김 주임님 힘내세요. 저희가 항상 응원하고 있다는 거 잊지 마세요.
맞아. 저희라도 옆에서 힘이 되어 드리자."
상사 폭언 위로,"야... 너 아까 팀장님한테 엄청 깨졌다며. 괜찮아?
어... 뭐. 그냥 좀 그랬어.
얼굴 보니까 아닌 것 같은데. 무슨 일 있었어? 얘기해 봐.
별거 아니야. 그냥 내 업무 처리 방식이 마음에 안 드셨나 봐.
아무리 그래도 그렇지. 그렇게까지 소리치시는 건 너무하잖아.
맞아. 나도 듣다가 깜짝 놀랐어.
너무 속상해하지 마. 팀장님 원래 좀 그러신 분이잖아.
그래도... 오늘은 좀 심했던 것 같아.
혹시 너무 힘들면 잠깐 바람이라도 쐬고 와.
고마워. 잠깐 나가서 커피라도 한잔해야겠다.
그리고 너무 자책하지 마. 네 잘못만은 아닐 거야.
응... 그렇게 생각하려고 노력 중이야.
힘내. 우리가 옆에 있잖아."
상사 폭언 위로,"어휴... ○○ 씨 아까 팀장님한테 완전 찍히셨던데...
네... 제가 좀 실수를 해서요.
아무리 그래도 그렇지. 사람 면전에 대고 그렇게까지 말씀하시는 건 좀...
맞아요. 저도 너무 당황해서 아무 말도 못 했어요.
혹시 기분 많이 상하셨어요?
네... 솔직히 좀 많이 속상하네요.
너무 마음에 담아두지 마세요. 팀장님도 좀 감정적이실 때가 있으니까.
그래도... 오늘은 좀 심하셨어요.
퇴근하고 맛있는 거라도 먹으면서 기분 푸는 게 어때요?
좋아요. 감사합니다.
그리고 혹시 다음에 또 그런 일 있으면 혼자 힘들어하지 말고 우리한테 얘기해요.
네. 고맙습니다.
저희도 팀장님께 한번 말씀드려 볼까요? 너무하신다고.
아니에요. 괜찮아요. 그냥 제가 더 조심해야죠.
그래도 너무 힘들어하지 마세요. 저희가 항상 응원하고 있어요."
